datetime;city;state;country;shape;duration (seconds);duration (hours/min);comments;date posted;latitude;longitude
10/10/1992 18:00;stafford;tx;us;unknown;10;10 seconds;A man emerges from a beam of light that shines on a grassy field at night and he runs towards the Texas Instruments parking lot.;4/18/2012;29,6158333;-95,5575
10/10/1992 22:00;weatherford;tx;us;unknown;30;30 seconds;Black or dark grey.  Too big&#44 too low&#44 too slow&#44 too quiet&#44 for a normal aircraft.;9/2/2005;32,7591667;-97,7969444
10/10/1993 22:00;peoria;il;us;light;8;8 seconds;Light over Peoria&#44 IL that moves slowly&#44 stops in mid-air&#44 hovers&#44 changes colors&#44 shoots in opposite direction and disappears.;10/11/2005;40,6936111;-89,5888889
10/10/1994 22:00;pinebergen;ar;us;light;5;5 seconds;Round&#44 bright&#44 low flying object silently speeds West of Arkansas town at 11:30pm&#44 10/10/94.;2/18/2001;34,1027778;-91,9922222
10/10/1996 03:20;higginsville;mo;us;triangle;3;3sec;illuminated triangular craft&#44 flying at high speed from South to North;2/16/2000;39,0725;-93,7169444
10/10/1996 22:00;charleston;sc;us;light;300;5 min;Flashing object above Charleston&#44 SC;11/26/2003;32,7763889;-79,9311111
10/10/1997 20:00;bonaire;ga;us;triangle;300;<5 minutes;Triangular Object Sighted at Very Close Range;2/1/2007;32,5436111;-83,5961111
10/10/1998 03:30;phoenix (north part);az;us;fireball;15;10 to 15 sec;bright green moving north to north east. it was bright green and kinda clear. quite fast too.;2/16/1999;33,4483333;-112,0733333
10/10/1998 17:30;las vegas;nv;us;circle;2700;45min.;Ufo sighting in las vegas near Area51;8/30/1999;36,175;-115,1363889
10/10/1998 20:30;spokane (about 30 miles sw of&#44i-90&#44 maybe mm 254);wa;us;triangle;600;10 minutes;Dark boomerange object seen for ten minutes hovering over the freeway with a bright light out the front that lit up the fields. No jet;8/5/2001;47,6588889;-117,425
10/10/1998 20:50;mooresville;nc;us;light;2;2 seconds;Star gazing in back yard with telescope and binos. Saw shooting star and an oblong shape of light.;11/1/1998;35,5847222;-80,8102778
10/10/1998 23:50;delano;tn;us;fireball;15;15 seconds;I came home from work one night and I seen a bright fire like ball go across the top ofthe mountain and it was going fast then it stopp;3/21/2003;35,265;-84,5533333
10/10/1999 04:00;kansas city;ks;us;unknown;600;5-10 min.;Orange object over city.;10/19/1999;39,1141667;-94,6272222
10/10/1999 11:00;san diego;ca;us;fireball;3600;1 hour;At 10:45 in the morning&#44 my father and I noticed a small stationary object in the sky.;10/19/1999;32,7152778;-117,1563889
10/10/1999 20:35;hayward;ca;us;circle;90;60-90 sec;Many different colored glowing  objects;11/20/2001;37,6688889;-122,0797222
10/10/1999 21:00;ashland (at our home);mo;us;light;0;two seperate times&#44 10 se;We saw on our local news that in Jefferson City&#44(20 minutes from our home)&#44 a craft was spotted reciently. We have not actually observe;12/16/1999;38,7744444;-92,2569444
10/10/1999 21:00;rachel;nv;us;light;10800;3 hours;Bright lights with incredible agility seen from mailbox at Area 51 on UFO highway in Nevada for several hourse.;5/24/2005;37,6447222;-115,7427778
10/10/2000 20:30;brinktown;mo;us;light;1800;30 min.;3 bright golden lights moving independently above the tree line flaring and fading intermittently for approx. 15 min.;12/2/2000;38,1266667;-92,0844444
10/10/2000 21:30;florence;ky;us;light;5;4-5 seconds;Two objects traveling side by side pass over&#44 as one begins to zig&#44 zag it&#39s path.;12/2/2000;38,9988889;-84,6266667
10/10/2000 21:30;seattle (west);wa;us;unknown;10;10 sec;Dark object in the shape of a (4) after dusk in West Seattle;2/11/2003;47,6063889;-122,3308333
10/10/2001 03:00;rockwell city;ia;us;triangle;240;4 min.s;Large&#44silent&#44slow&#44low to the ground dull-black Triangle UFO with round red lights at it&#39s corners that were off .I drew it.;7/1/2002;42,3952778;-94,6336111
10/10/2001 20:35;hayward;ca;us;circle;120;2/min.;FALLING STAR  STOPS  &#39SHOTS OUT  DOZENS OF RED POINTS OF LIGHT;11/20/2001;37,6688889;-122,0797222
10/10/2001 22:00;phoenix;az;us;triangle;60;less then a minute;Triangle shaped craft spotted flying west to east over mid town Phoenix on 10/10/01 at 22:00 hours 4 light dim making no sounellow;11/20/2001;33,4483333;-112,0733333
10/10/2001 23:00;virginia beach;va;us;triangle;30;30 seconds;shaped like a stealth bomber (boomerang like&#44 but more triangluar) flat-black in color&#44 made a deep humming sound either really low to;7/26/2002;36,8527778;-75,9783333
10/10/2002 02:00;philomath;or;us;unknown;5;about5seconds;i watched on the portland news that the space shuttle would be visiable and went to philomath oregon to what was known to be the apple;10/15/2002;44,5402778;-123,3663889
10/10/2002 21:00;portland;or;us;circle;120;2min;The LIGHT is the TRUTH&#33;12/16/2005;45,5236111;-122,675
10/10/2003 20:05;grand view;id;us;light;15;12-15 seconds;Bright light above Mt. Home AFB;10/15/2003;42,9897222;-116,0925
10/10/2003 22:00;albuquerque;nm;us;light;180;3 minutes;Three bright lights that were huddled together than began to seperate and disappeared.;2/1/2007;35,0844444;-106,6505556
10/10/2004 02:50;mahwah;nj;us;triangle;180;2 - 3 minutes;Triangle shaped flying&#44 hovering U.F.O. witnessed over Sheraton Hotel in Mahwah&#44 NJ. on 10/10/04.;12/12/2011;41,0886111;-74,1441667
10/10/2004 14:00;morgantown;wv;us;circle;10;10 sec;Solid round silver ball passing over at about 3000MSL.;5/24/2005;39,6294444;-79,9561111
10/10/2004 15:00;berkeley;ca;us;unknown;180;3 minutes;While driving my car in the mid afternoon of a day in the fall of 2004 on HYW 580 East-bound I had just crossed the San Rafael / Richmo;5/24/2005;37,8716667;-122,2716667
10/10/2004 19:00;ripley;ny;us;circle;900;15 min;7 red/orange stationary objects appeared over Lake Erie on 10/10/04 for 15 minutes and then all disappeared at once.;10/27/2004;42,2669444;-79,7108333
10/10/2004 21:00;mansfield;oh;us;light;7200;a few hours;Several UFO&#39s&#44 one bigger one flew right over the car.;10/27/2004;40,7583333;-82,5155556
10/10/2004 22:00;columbia;mo;us;light;60;1 min;A light moved across the sky in a zig zag way then straightened out and went straight out into space in a matter of seconds.;11/28/2007;38,9516667;-92,3338889
10/10/2005 20:00;loretto;pa;us;triangle;300;5 minutes;Dull red flash&#44 Triangular ship&#44 Vocal Noises;10/30/2006;40,5030556;-78,6305556
10/10/2005 21:00;lewisburg;tn;us;unknown;240;4 minutes;Like a grouping of balloons with a slight glow to them;12/7/2006;35,4491667;-86,7888889
10/10/2005 22:08;east wenatchee;wa;us;light;1200;20 min;Strange light over East Wenatchee Washington;10/20/2005;47,4158333;-120,2919444
10/10/2005 23:00;hendersonville;nc;us;light;600;10 minutes;Last night&#44 October 10&#44 at about 11:00PM for about ten minutes I observed a peculiar point source light in the Eastern sky. It was at a;10/11/2005;35,3186111;-82,4611111
10/10/2006 05:00;san francisco;ca;us;triangle;600;10 minutes;black triangles were seen flying across the surface of the full moon;10/30/2006;37,775;-122,4183333
10/10/2006 12:37;blairsville;ga;us;unknown;10;<10 sec.;Intermittant streak by moon&#44 not seen on photo taken 10 seconds earlier.;10/30/2006;34,8761111;-83,9583333
10/10/2006 16:00;savannah;tn;us;light;600;10 minutes;weird light that moved in the sky;10/30/2006;35,2247222;-88,2491667
10/10/2006 16:00;waynesboro;va;us;triangle;600;8-10 minutes;Large...beautiful...and brighter than anything I&#39ve ever seen....How small I have felt since....;10/30/2006;38,0683333;-78,8897222
10/10/2006 22:40;waycross;ga;us;light;120;2 minutes;Redish orange light viewed from Waycross &#44Ga. Moving Northwest and suddenly just goes out.;10/30/2006;31,2133333;-82,3541667
10/10/2006 23:00;lyndhurst;oh;us;unknown;300;5 minutes;This is a follow up to my Feb. 16th&#44 1995 report.  This past Tuesday&#44 my wife and I AGAIN heard the same loud&#44 rumbling roar that we he;10/30/2006;41,52;-81,4888889
10/10/2006 23:55;knik;ak;us;triangle;0;5;Slow moving&#44 no sound&#44  illuminated (craft) triangle over Point McKenzie&#44 Alaska.;10/30/2006;61,4577778;-149,7288889
10/10/2007 01:00;lebanon;or;us;light;14400;4 hours;"Small Orange-White &quot;star&quot; that moves around in circles&#44 up&#44 down&#44 and sideways fast in the night sky";11/28/2007;44,5366667;-122,9058333
10/10/2007 05:00;bakersfield;ca;us;circle;0;had a call of a reporting;UFO sighting in Bakersfield;11/28/2007;35,3733333;-119,0177778
10/10/2007 13:00;owego;ny;us;triangle;10800;3 hours;triangle with 3 llights blinking. 500 Lights On Object0: Yes;11/28/2007;42,1033333;-76,2625
10/10/2007 18:33;downingtown;pa;us;circle;120;1 to 1 1/2 minutes;Star-like (but MUCH BRIGHTER AND LARGER) light west of D-town&#44 PA.  Seen against sunset.  ((NUFORC Note:  Contrail??  PD));11/28/2007;40,0063889;-75,7036111
10/10/2007 20:30;conyers;ga;us;unknown;3600;1 hour;Craft seen falling and dissapears into thin air.  ((NUFORC Note:  Missile launch??  We have no explanation for the aircraft.  PD));11/28/2007;33,6675;-84,0177778
10/10/2007 20:55;vero beach;fl;us;unknown;30;30 seconds;Shooting star without red globe burn-out or descent maintains steady Southerly trajectory.  ((NUFORC Note:  Missile launch??  PD));11/28/2007;27,6383333;-80,3975
10/10/2007 22:00;duluth;mn;us;light;600;10 minutes;Bright pulsating light over lake superior.;1/21/2008;46,7833333;-92,1063889
10/10/2007 22:00;fleming;co;us;circle;600;10 minutes;UFO SPOTTED&#44 FLEMING COLORADO;11/28/2007;40,68;-102,8388889
10/10/2007 22:00;grove city;pa;us;unknown;3600;1:00:00;Light pattern moving silently through rapid maneuvers over Grove City;1/21/2008;41,1577778;-80,0888889
10/10/2007 23:05;northglenn;co;us;triangle;15;15 seconds;Hovering triangular shape seen with flashing lights seen in Colorado;11/28/2007;39,8855556;-104,9866667
10/10/2008 02:00;north branch;mn;us;light;300;5 min;Lights at night&#44 shining into car and garage and around blinds;10/31/2008;45,5113889;-92,98
10/10/2008 02:00;slingerlands;ny;us;circle;240;4 min;Huge&#44 moon size&#44 orange&#44 bright&#44 almost complete circle;10/31/2008;42,6291667;-73,865
10/10/2008 10:22;fremont;ca;us;triangle;60;1 minute;I saw a brightly lightes v shaped ufo while driving through fremont&#44ca.;10/31/2008;37,5483333;-121,9875
10/10/2008 18:00;yuma;az;us;triangle;900;15 minutes;Carousel in the sky on fire / pixalated triangle over Yuma&#44 AZ;10/10/2011;32,7252778;-114,6236111
10/10/2008 19:00;south bend;in;us;light;600;10 minutes;Glowing succession of flying objects on the horizon.;10/31/2008;41,6833333;-86,25
10/10/2008 20:00;seattle;wa;us;light;180;3 minutes;Around 8:00 pm? I Went out side and looked up at the stars and I saw a light which I thought was a small faded star  until it started t;10/31/2008;47,6063889;-122,3308333
10/10/2008 20:40;pueblo;co;us;light;300;5 minutes;In the northwest sky&#44 there were about seven lights moving slowly and flashing in and out if an extremely strange fashion.;10/31/2008;38,2544444;-104,6086111
10/10/2008 22:30;madison;wi;us;circle;20;20 secounds;Tanslucent orange/yellow UFO in Madison WI;10/31/2008;43,0730556;-89,4011111
10/10/2009 12:42;tulsa;ok;us;unknown;6;6 seconds;In&#39t see nothing in the park;12/12/2009;36,1538889;-95,9925
10/10/2009 16:24;eagar;az;us;unknown;180;2-3 minutes;Second sighting was only 150 feet away.  Observations between two sightings.;12/12/2011;34,1111111;-109,2908333
10/10/2009 19:30;suffolk;va;us;unknown;900;15 minutes;It looked sort of lime green.  It appeared to have an odd texture.  It had a dimples on its surface.  It was not smooth at all.  It jus;12/12/2009;36,7280556;-76,5838889
10/10/2009 20:30;anaheim;ca;us;light;300;5 mins;UFO over Disneyland.;12/12/2009;33,8352778;-117,9136111
10/10/2009 20:45;wilmington;nc;us;light;600;10minutes;Two lights seen with a lighting of something strobe like near the ground.;12/12/2009;34,2255556;-77,945
10/10/2009 23:23;cupertino;ca;us;light;180;3 minutes;Bright red light object made random moves horizontally and floated for a while and then went up vertically.;12/12/2009;37,3230556;-122,0311111
10/10/2010 01:00;orchard park;ny;us;light;7200;a few hours;Xmas colored rotating lights.  ((NUFORC Note:  Twinkling stars??  PD));1/5/2011;42,7675;-78,7441667
10/10/2010 02:30;harrisburg;pa;us;circle;240;4  minutes;possible UFO sighting;11/21/2010;40,2736111;-76,8847222
10/10/2010 03:00;euclid;oh;us;circle;180;3 minutes;2 objects blinking red and white&#44 disappeared into the sky&#44 after hovering around sky for 3 minutes.( over lake erie;11/21/2010;41,5930556;-81,5269444
10/10/2010 12:00;greenwich;ct;us;light;240;4 mins;"&quot;Star&quot; like objects during clear day light in formation.";11/21/2010;41,0263889;-73,6288889
10/10/2010 13:00;north charleston;sc;us;light;180;3 minutes;Object(s) visible 3 times at same place in the sky at during day in Chas&#44 SC;7/4/2012;32,8544444;-79,975
10/10/2010 17:10;bridgeport;ct;us;light;600;five to ten minutes;Saw a light in the sky fading in and out over Bridgeport&#44 CT.;11/21/2010;41,1669444;-73,2052778
10/10/2010 18:30;clackamas;or;us;triangle;120;1-2minutes;triangular ufo sighting in oregon 10-10-10;11/21/2010;45,4077778;-122,5691667
10/10/2010 20:20;windsor;ct;us;fireball;5;5 seconds;Bus sized fireball object over 91 about 3-400 ft up going about 150 mph at a downward 20 degree angle.;5/2/2014;41,8525;-72,6441667
10/10/2010 21:30;albany;ny;us;circle;10;10 seconds;Circle of light SUNY Albany.;8/30/2013;42,6525;-73,7566667
10/10/2011 00:00;troy;ny;us;triangle;7200;2 hours;"Red&#44 green &amp; orange blinking triangle formation.  ((NUFORC Note:  Probable sighting of a twinkling star&#44 possibly Sirius.  PD))";10/10/2011;42,7283333;-73,6922222
10/10/2011 01:00;farmington;nm;us;circle;300;5 minutes;Single reddish circle  in the sky that wasn&#39t jet nor satelitte;8/30/2013;36,7280556;-108,2180556
10/10/2011 10:30;ashville;ny;us;circle;60;1 minute;Amber object in night sky during full moon&#44 or the day before full moon;10/19/2011;42,0963889;-79,3758333
10/10/2011 19:00;mechanicsville;va;us;light;300;5 minutes;Three orange lights flying in unison;10/19/2011;37,6086111;-77,3736111
10/10/2011 20:00;middletown;ct;us;fireball;1200;15-20 minutes;Fireball Spinning Orange UFO;10/19/2011;41,5622222;-72,6511111
10/10/2011 21:00;lakewood;oh;us;fireball;60;1 minute;Orange light flies overhead and turns black as it passed silently.;12/12/2011;41,4819444;-81,7983333
10/10/2011 21:00;york;pa;us;circle;15;15 seconds;BRIGHT LIT ORB SPEEDS ACROSS S.CENTRAL PA. SKY&#44 MAKING NO SOUND&#44 THEN DISAPPEARS;10/19/2011;39,9625;-76,7280556
10/10/2011 21:55;north platte;ne;us;circle;3;3 seconds;Object over North Platte Nebraska;12/12/2011;41,1238889;-100,765
10/10/2011 23:00;waynesville;oh;us;triangle;90;1:30;Flying triangle by Waynesville&#44 Ohio;10/19/2011;39,5297222;-84,0866667
10/10/2012 10:15;bridgeport;ct;us;circle;630;10:30;A Bright light that is a UFO;10/30/2012;41,1669444;-73,2052778
10/10/2012 19:40;syracuse;ny;us;light;900;15 minutes;Went to move my car to the other side of the road in the city of syracuse.  saw low flying lights moving east towards dowtown.;10/30/2012;43,0480556;-76,1477778
10/10/2012 19:45;syracuse;ny;us;circle;240;4 minutes;Bright orange circles going thru the sky in the same direction. Some were closer to each other.;10/30/2012;43,0480556;-76,1477778
10/10/2012 20:00;colorado springs;co;us;light;20;15 to 20 seconds;Bright zig zagging light in the sky above norad.;10/30/2012;38,8338889;-104,8208333
10/10/2012 20:30;las cruces;nm;us;fireball;120;1-2 minutes;4 fireballs in sky side by side;10/30/2012;32,3122222;-106,7777778
10/10/2012 20:30;marion;il;us;light;240;2 to 4 minutes;I was leaving my friend&#39s house to go home.  My friend and her 3 1/2 year old daughter walked me to her front door when she noticed all;10/30/2012;37,7305556;-88,9330556
10/10/2012 20:48;yakima;wa;us;light;240;4 minutes;Noticed light in the N.E. section of the sky about 30 deg. up that did not move. About the size of Venus.  ((NUFORC Note:  Capella?  PD;10/30/2012;46,6022222;-120,5047222
10/10/2012 21:00;rochester;wa;us;light;600;10 minutes;Fleet of red UFO&#39s emerging from Mt. Rainier.;11/19/2012;46,8219444;-123,095
10/10/2013 04:00;sandusky;oh;us;triangle;0;right now;Triangle shaped various different color lights moving really fast in various directions.  ((NUFORC Note:  Star??  PD));10/14/2013;41,4488889;-82,7080556
10/10/2013 17:00;st. louis county;mo;us;light;10800;2-3 hours;Hovering bright object moving slowly around St. Louis.;10/23/2013;38,6272222;-90,1977778
10/10/2013 19:00;rittman;oh;us;light;60;1 minute;Fast moving white light.;10/14/2013;40,9780556;-81,7822222
10/10/2013 19:20;essex junction;vt;us;light;120;2 minutes;Noiseless&#44 low flying&#44 white&#44 bright constant light.;10/14/2013;44,4905556;-73,1113889
10/10/2013 19:20;kenner;la;us;circle;600;10 minutes;2 circle lights moving erratically over Kenner&#44 La.;10/14/2013;29,9938889;-90,2416667
10/10/2013 20:00;drexel;oh;us;circle;300;5 minutes;Yellow/orange&#44 sphere/circle that flew across night sky &#44slow speeds then simply vanished &#44 had no blinking lights&#44 was not an airplane;10/14/2013;39,7463889;-84,2866667
10/10/2013 20:00;hudson;nh;us;light;5;5 seconds;White&#44 orb above the clouds moving very fast&#44 no flashing lights&#44 zoomed across the sky and disappeared out of sight.;10/14/2013;42,7647222;-71,4402778
10/10/2013 20:30;grand blanc;mi;us;light;1200;20 minutes;3 bright lights holding a vertical position over central Michigan&#44 USA.;10/14/2013;42,9275;-83,63
10/10/2013 20:30;savage;mn;us;circle;60;1 minute;I saw a sphere shaped object flying east to west moving faster than any conventional aircraft was white to orange in color as it reache;10/14/2013;44,7791667;-93,3361111
10/10/2013 20:35;canton;mi;us;triangle;180;3 minutes;Black triangle aircraft with white lights on each point&#44 completely silent&#44 seen flying low SW to NE.;10/14/2013;42,3086111;-83,4822222
10/10/2013 21:17;lost creek;wv;us;triangle;45;45 seconds;Small triangle with 3 lights floating low over a field then slowly flying away.;10/14/2013;39,1611111;-80,3522222
10/10/2013 21:30;hudson;nh;us;light;1;1 second;Very white bright light moving fast inside clouds.;10/14/2013;42,7647222;-71,4402778
10/11/1978 23:00;brighton;mi;us;circle;300;5 miniutes;round revolving lights reflecting on the fog;10/28/2002;42,5294444;-83,7802778
10/11/1987 21:30;minnetonka;mn;us;light;30;30 seconds;White light moves west to east&#44 suddenly stops&#44 then moves south at a high rate of speed.;10/14/2013;44,9133333;-93,5030556
10/11/1987 23:59;otto;mo;us;fireball;60;60 seconds;bright blue ball of light.;8/19/2000;38,3708333;-90,5002778
10/11/1994 02:00;jackson;nj;us;triangle;300;5mins;triangle UFO in jackson NJ  Countyline 526   over the old fire station next to the trailer park;1/29/2002;39,7763889;-74,8627778
10/11/1996 22:00;damascus;va;us;light;60;60 sec.;1996 SIGHTING IN DAMASCUS&#44 VA. WHILE CAMPING IN THE CHEROKEE NATIONAL FOREST.;9/24/2003;36,6336111;-81,7838889
10/11/1998 14:30;mount carmel;tn;us;light;10;10 seconds;Bright shiny object splits in two and disappears above horizon.;11/1/1998;36,5452778;-82,6611111
10/11/1998 22:45;elk grove;ca;us;fireball;4;4 seconds;Greenish blue fireball streaking across horizon;11/1/1998;38,4088889;-121,3705556
10/11/1999 00:15;montgomery;al;us;light;180;3 minutes;Bright light coming from back yard and a surreal sensation of forboding.;3/21/2003;32,3666667;-86,3
10/11/1999 04:30;los angeles;ca;us;light;300;5min;It was a large bright light sitting stationary in the sky. Within our atmosphere. Not a star. It did not move or change shape and was t;10/19/1999;34,0522222;-118,2427778
10/11/1999 09:10;canby;or;us;light;10;10 seconds;i saw bright light come out of clouds&#44 2 aircraft came from behind and appeared to shot at the light&#44 light went back into the clouds;10/19/1999;45,2630556;-122,6913889
10/11/1999 21:10;ashland;or;us;triangle;45;30-45 sec.;I was looking into the sky towards the high east watching what appeared to be a passenger jet cross the sky when my periphial vision ca;10/19/1999;42,1947222;-122,7083333
10/11/1999 21:30;augusta;ks;us;light;600;10 mins;Object was at 45 degrees above southern horizon. Being stationary for 5 mins. and then executed some right angle maneuvers. Focal dista;11/9/1999;37,6866667;-96,9763889
10/11/1999 21:30;montgomery;tx;us;light;3600;1hrs;Pinpoint of light travelled from east to west breifly then hovered for about an hour then disappeared.;10/19/1999;30,3880556;-95,6961111
10/11/1999 21:45;eureka springs;ar;us;light;900;15 min.;Bright light due south&#44 traveling east extremely slowly. Bright flash given off from object every 10 seconds&#44 with a dim flash every 3;11/2/1999;36,4011111;-93,7377778
10/11/2000 20:00;watertown;ny;us;light;30;30 seconds;Was looking at the near full moon with binoculars when a very bright round light appeared to the left of the moon. at arms lenght it wa;12/2/2000;43,9747222;-75,9111111
10/11/2000 22:00;elverta;ca;us;light;30;hours;White starlike lights in sky that blink red and blue and move erratically over Sacramento region.;12/2/2000;38,7138889;-121,4616667
10/11/2000 23:30;whittier;ca;us;light;1500;20-25 mins;UFO ENCOUNTER LESS THAN 300 FEET;12/12/2011;33,9791667;-118,0319444
10/11/2001 01:00;somerset;wi;us;light;10800;3 hours+;My brother and I went outside to have a smoke and then noticed a moving&#44 multicolored light in the sky....;11/20/2001;45,1244444;-92,6733333
10/11/2001 05:15;denver;co;us;light;900;15 minutes;Odd Lights in Colorado Sky;10/12/2001;39,7391667;-104,9841667
10/11/2001 20:35;grass valley;ca;us;triangle;60;1 minute;Three bright white lights in a row&#44 in the sky.;10/12/2001;39,2191667;-121,06
10/11/2002 06:17;springfield;mo;us;fireball;6;6 seconds;bright green triangular object throwing sparks traveling extremely fast;10/15/2002;37,2152778;-93,2980556
10/11/2002 20:36;dallas;tx;us;fireball;3;3 seconds;Meteor lights up the skies over Dallas&#44 crashes somehere to the south.;10/28/2002;32,7833333;-96,8
10/11/2003 00:20;austin;mn;us;circle;5;5 seconds;THE TWO WHITE ROUND OBJECTS FLEW SYNCHONIZED SIDE BY SIDE AND EVENTUALLY VEERED OFF MADE HALF A CIRCLE AND MERGED&#44 AND RE-ENTERED SPACE;10/15/2003;43,6666667;-92,9744444
10/11/2003 11:32;newaygo;mi;us;circle;40;30-40 sec;Two fuzzy disks chaseing each other.;11/26/2003;43,4197222;-85,8
10/11/2003 19:05;placerville;ca;us;light;600;ten minutes;Unverified pair of bold star lights diminishing in perfect unison.;10/31/2003;38,7297222;-120,7975
10/11/2003 20:00;frederick;co;us;unknown;10;10 seconds;Large flash outside the house rattling the windows with a low hum.;10/15/2003;40,0991667;-104,9366667
10/11/2004 01:00;honolulu;hi;us;triangle;3;2-3 seconds;3 trangular UFOs were spotted in a triangle formation for 3 seconds.;10/27/2004;21,3069444;-157,8583333
10/11/2004 03:40;dallas;or;us;light;20;20 seconds;Very intense light&#44 shone through covered windows&#44 absolutely no sound&#44 felt presence before observing.;10/27/2004;44,9194444;-123,3158333
10/11/2004 05:00;san jose;ca;us;light;15;12-15seconds;Light traveling at very high rate of speed across the morning sky.;10/27/2004;37,3394444;-121,8938889
10/11/2004 14:00;arroyo grande;ca;us;circle;60;1 minute;observed Angel Hair type UFO;12/14/2004;35,1186111;-120,5897222
10/11/2004 22:29;laredo;tx;us;fireball;1351;22:31;Large flaming tail and eratic movement - sudden change of direction;12/3/2004;27,5061111;-99,5072222
10/11/2004 23:15;williamsville;ny;us;light;540;9 minutes;Hovering light seen over Williamsville&#44 NY;10/27/2004;42,9638889;-78,7380556
10/11/2005 00:00;holiday;fl;us;light;180;ohrs;light dancing over holliday florda;10/20/2005;28,1875;-82,7397222
10/11/2005 03:00;eagan;mn;us;circle;7200;2 hours plus;((NUFORC Note:  Possible star.  PD))  Bright colorfull glowing ball.;10/11/2005;44,8041667;-93,1666667
10/11/2005 16:36;lake point;ut;us;light;720;about 12 mins;Lights near  Lake Point/Grantsville&#44 UT;10/20/2005;40,6808333;-112,2622222
10/11/2005 18:45;peoria;az;us;light;5400;90 minutes;Formation of amber lights over Tolleson&#44 AZ that flickered off and on for about 90 minutes.;10/20/2005;33,5805556;-112,2366667
10/11/2005 19:00;casa grande;az;us;light;1800;30 minutes;amber lights over I-10 near Casa Grande Az.;10/20/2005;32,8794444;-111,7566667
10/11/2005 19:30;tempe;az;us;triangle;3;~3 sec;3 light triangle stayed perfectly still and then shot off fter 3 seconds of stillness.;10/20/2005;33,4147222;-111,9086111
10/11/2005 19:45;mobile;al;us;light;1800;30 minutes?;((NUFORC Note:  Possible sighting of Mars.  PD))  Massive brilliant white light that just hung in the Southern sky.;10/20/2005;30,6941667;-88,0430556
10/11/2005 21:00;wall lake;ia;us;light;10;10 seconds;strange shit in the sky in sac county iowa.;10/20/2005;42,2711111;-95,0927778
10/11/2006 11:29;lynnwood;wa;us;unknown;120;a few minutes;I noticed a very white tail behind an object traveling north in the southern sky. It appeared to be very high and far away. The object;10/30/2006;47,8211111;-122,3138889
10/11/2006 19:00;monterey park;ca;us;fireball;120;1 -2 minutes;huge ball of fire hanging in the sky;12/7/2006;34,0625;-118,1219444
10/11/2006 19:30;two harbors;mn;us;light;600;10 minutes;Northern Lights ?? Right&#33;12/7/2006;47,0227778;-91,6705556
10/11/2006 21:00;milton;fl;us;light;900;15 minutes;THE LIGHTS KEPT FLASHING AND MOVING AT VERY HIGH SPEEDS SHOWING UP THEN WOULD BE GONE IN AN INSTANT THEN FLYING SIDE WAYS UNLIKE ANY PL;10/30/2006;30,6322222;-87,0397222
10/11/2006 21:32;la crescenta;ca;us;circle;3;3 seconds;White light imploded;10/30/2006;34,2241667;-118,2391667
10/11/2006 22:00;enid;ok;us;light;60;about 1 minute;Fast moving ball of light speeds across the sky.;10/30/2006;36,3955556;-97,8780556
10/11/2006 23:00;pampa;tx;us;triangle;60;1 minute;Two triangular objects&#44 lit up by three main lights and other lights in between&#44 moving simotaniously to the East over Pampa Tx.;10/30/2006;35,5361111;-100,9594444
10/11/2007 16:00;clackamas;or;us;circle;900;15 minutes;Silver circular or sphere-like object flying parallel to I-205 in the Gladstone/Clackamas area.;11/28/2007;45,4077778;-122,5691667
10/11/2007 19:50;seattle;wa;us;triangle;10;10 seconds;I saw two orange colored lights&#44 close together but moving independently across the sky&#44 at high rate of speed. Then they disappeared.;11/28/2007;47,6063889;-122,3308333
10/11/2007 20:15;tega cay;sc;us;light;1800;30 minutes;Bright white light and then 2 blinking red lights in Western Sky;11/28/2007;35,0241667;-81,0280556
10/11/2008 02:35;monrovia;ca;us;unknown;0;;Above my home a large/huge dark unshaped figuer&#44 blending in as a star passing threw from east to west in 15min;10/31/2008;34,1480556;-117,9980556
10/11/2008 06:00;concord;ca;us;light;180;2-3 minutes;Very small lights&#44 very high. moved at great speed and cganged direction. Not aircraft.;10/31/2008;37,9780556;-122,03
10/11/2008 19:00;bridgeport;ct;us;circle;7200;2 hours;I saw 6 glowing orbs lining up in different formations witin a 2 hour period over Long Island Sound.;10/31/2008;41,1669444;-73,2052778
10/11/2008 19:00;riverside;ca;us;light;60;1 min approx;Bright light moving from NW to SE;10/31/2008;33,9533333;-117,3952778
10/11/2008 19:30;naples;fl;us;triangle;30;30 seconds;A dark flying V.;10/31/2008;26,1416667;-81,795
10/11/2008 20:30;centerville;tx;us;light;900;15 minutes;MYSTERIOUS LIGHTS IN THE TEXAS SKY.;3/19/2009;31,2577778;-95,9780556
10/11/2008 22:20;albuquerque;nm;us;fireball;120;2 minutes;Vehicle out of southern sky thought to be shooting star hovers over city.;10/31/2008;35,0844444;-106,6505556
10/11/2008 22:30;los angeles;ca;us;triangle;30;30 seconds;Large Triangle sighted over L.A;10/31/2008;34,0522222;-118,2427778
10/11/2009 04:00;crisfield;md;us;light;600;5 to 10 min;A bright light moving across the sky getting closer stopped on a dime got brighter and took off with no sounds at all;12/12/2009;37,9833333;-75,8541667
10/11/2009 09:45;plymouth;mi;us;triangle;20;20 seconds;I was standing on a sidewalk near salem high school where i saw a triangular shaped craft slowly gliding right over my head. my mom jus;6/27/2011;42,3713889;-83,4702778
